model-1585665425,1585665454.71,0.51,0.2478,0.62,0.2462,0
model-1585665425,1585665455.035,0.61,0.2465,0.59,0.246,0
model-1585665425,1585665455.371,0.62,0.2472,0.59,0.2459,0
model-1585665425,1585665455.716,0.5,0.2515,0.56,0.2458,0
model-1585665425,1585665456.103,0.59,0.2516,0.56,0.2456,0
model-1585665425,1585665456.502,0.48,0.256,0.55,0.2453,0
model-1585665425,1585665456.893,0.55,0.2508,0.66,0.245,0
model-1585665425,1585665457.269,0.57,0.2429,0.64,0.2446,0
model-1585665425,1585665457.648,0.53,0.2416,0.62,0.2444,0
model-1585665425,1585665458.035,0.62,0.2486,0.68,0.2446,0
model-1585665425,1585665458.404,0.61,0.2435,0.66,0.2445,0
model-1585665425,1585665458.775,0.64,0.2429,0.66,0.2435,0
model-1585665425,1585665459.145,0.65,0.2413,0.63,0.2422,0
model-1585665425,1585665459.535,0.69,0.2345,0.6,0.2402,0
model-1585665425,1585665459.921,0.55,0.2446,0.6,0.2391,0
model-1585665425,1585665460.303,0.56,0.24,0.61,0.2382,0
model-1585665425,1585665460.692,0.58,0.2405,0.61,0.2417,0
model-1585665425,1585665461.068,0.66,0.2322,0.64,0.2398,0
model-1585665425,1585665461.438,0.65,0.2229,0.65,0.2376,0
model-1585665425,1585665461.812,0.55,0.2368,0.63,0.2399,0
model-1585665425,1585665462.194,0.66,0.225,0.63,0.2428,0
model-1585665425,1585665462.562,0.62,0.2365,0.62,0.2443,0
model-1585665425,1585665462.937,0.55,0.2392,0.63,0.2415,0
model-1585665425,1585665463.317,0.61,0.2374,0.6,0.2438,0
model-1585665425,1585665463.695,0.56,0.2529,0.61,0.2468,0
model-1585665425,1585665464.085,0.61,0.2377,0.55,0.251,0
model-1585665425,1585665464.527,0.6,0.2401,0.65,0.233,0
model-1585665425,1585665464.939,0.53,0.249,0.63,0.2238,0
model-1585665425,1585665465.326,0.65,0.2178,0.65,0.22,0
model-1585665425,1585665465.704,0.6,0.2403,0.66,0.224,0
model-1585665425,1585665466.078,0.64,0.2144,0.63,0.2319,0
model-1585665425,1585665466.45,0.48,0.2565,0.65,0.2267,0
model-1585665425,1585665466.83,0.6,0.2373,0.68,0.223,0
model-1585665425,1585665467.199,0.58,0.2386,0.67,0.2204,0
model-1585665425,1585665467.565,0.61,0.2328,0.67,0.2233,0
model-1585665425,1585665467.931,0.55,0.238,0.68,0.2247,0
model-1585665425,1585665468.299,0.67,0.2189,0.63,0.2198,0
model-1585665425,1585665468.675,0.59,0.2277,0.65,0.2216,0
model-1585665425,1585665469.048,0.67,0.2241,0.55,0.2456,0
model-1585665425,1585665469.414,0.55,0.254,0.52,0.2455,0
model-1585665425,1585665469.781,0.56,0.2427,0.67,0.231,0
model-1585665425,1585665470.153,0.68,0.2131,0.63,0.2191,0
model-1585665425,1585665470.522,0.6,0.2315,0.63,0.222,0
model-1585665425,1585665470.89,0.58,0.2345,0.63,0.2226,0
model-1585665425,1585665471.258,0.52,0.262,0.62,0.2181,0
model-1585665425,1585665471.628,0.63,0.2369,0.57,0.2371,0
model-1585665425,1585665471.989,0.54,0.2344,0.49,0.2549,0
model-1585665425,1585665472.361,0.48,0.2529,0.49,0.2539,0
model-1585665425,1585665472.733,0.51,0.2576,0.51,0.2453,0
model-1585665425,1585665473.097,0.61,0.227,0.59,0.2357,0
model-1585665425,1585665473.464,0.59,0.2362,0.67,0.2284,0
model-1585665425,1585665473.828,0.71,0.2217,0.62,0.2253,0
model-1585665425,1585665474.203,0.77,0.2048,0.62,0.2252,0
model-1585665425,1585665474.581,0.73,0.2099,0.63,0.2282,0
model-1585665425,1585665474.952,0.56,0.2353,0.63,0.2276,0
model-1585665425,1585665475.328,0.5,0.2546,0.63,0.2235,0
model-1585665425,1585665475.702,0.58,0.2374,0.61,0.2218,0
model-1585665425,1585665476.083,0.62,0.2343,0.64,0.2247,0
model-1585665425,1585665476.461,0.64,0.2278,0.65,0.2296,0
model-1585665425,1585665476.841,0.61,0.236,0.6,0.2369,0
model-1585665425,1585665477.213,0.63,0.2263,0.52,0.2482,0
model-1585665425,1585665477.593,0.58,0.2292,0.5,0.258,0
model-1585665425,1585665477.974,0.55,0.2376,0.5,0.2597,0
model-1585665425,1585665478.36,0.54,0.2541,0.51,0.2507,0
model-1585665425,1585665478.739,0.44,0.2748,0.66,0.2294,0
model-1585665425,1585665479.111,0.64,0.2269,0.71,0.2192,0
model-1585665425,1585665479.472,0.55,0.2446,0.67,0.2218,0
model-1585665425,1585665479.835,0.44,0.2603,0.69,0.2215,0
model-1585665425,1585665480.202,0.63,0.2412,0.68,0.222,0
model-1585665425,1585665480.567,0.67,0.2197,0.68,0.2236,0
model-1585665425,1585665480.927,0.6,0.2373,0.66,0.2261,0
model-1585665425,1585665481.287,0.54,0.2376,0.64,0.2287,0
model-1585665425,1585665481.646,0.74,0.2218,0.65,0.2304,0
model-1585665425,1585665482.003,0.61,0.2343,0.66,0.2323,0
model-1585665425,1585665482.362,0.6,0.2345,0.63,0.2357,0
model-1585665425,1585665482.721,0.6,0.2366,0.62,0.2382,0
model-1585665425,1585665483.084,0.64,0.2276,0.61,0.2395,0
model-1585665425,1585665483.443,0.63,0.227,0.57,0.2405,0
model-1585665425,1585665483.805,0.57,0.2352,0.59,0.2404,0
model-1585665425,1585665484.165,0.58,0.2406,0.59,0.2397,0
model-1585665425,1585665484.528,0.6,0.2372,0.62,0.2369,0
model-1585665425,1585665484.892,0.62,0.2211,0.6,0.2352,0
model-1585665425,1585665485.253,0.57,0.2463,0.63,0.2302,0
model-1585665425,1585665485.613,0.61,0.2291,0.66,0.2229,0
model-1585665425,1585665485.97,0.74,0.2058,0.64,0.2185,0
model-1585665425,1585665486.329,0.66,0.2309,0.68,0.2181,0
model-1585665425,1585665486.688,0.65,0.2335,0.66,0.2177,0
model-1585665425,1585665487.054,0.7,0.2139,0.65,0.2181,0
model-1585665425,1585665487.413,0.62,0.2193,0.64,0.2256,0
model-1585665425,1585665487.777,0.65,0.2167,0.66,0.233,0
model-1585665425,1585665488.14,0.55,0.2561,0.65,0.2337,0
model-1585665425,1585665488.51,0.65,0.2094,0.64,0.2306,0
model-1585665425,1585665488.884,0.72,0.1988,0.65,0.2286,0
model-1585665425,1585665489.26,0.59,0.2365,0.65,0.2222,0
model-1585665425,1585665489.632,0.66,0.2273,0.63,0.2191,0
model-1585665425,1585665490.003,0.69,0.2158,0.62,0.2213,0
model-1585665425,1585665490.372,0.57,0.2326,0.64,0.225,0
model-1585665425,1585665490.733,0.6,0.2451,0.64,0.224,0
model-1585665425,1585665491.093,0.69,0.2122,0.63,0.2202,0
model-1585665425,1585665491.455,0.61,0.2486,0.64,0.217,0
model-1585665425,1585665491.813,0.56,0.2412,0.66,0.2247,0
model-1585665425,1585665492.172,0.66,0.2156,0.59,0.2438,0
model-1585665425,1585665492.533,0.64,0.236,0.54,0.2561,0
model-1585665425,1585665492.894,0.5,0.2793,0.56,0.2492,0
model-1585665425,1585665493.252,0.52,0.2644,0.68,0.2289,0
model-1585665425,1585665493.611,0.53,0.2439,0.65,0.216,0
model-1585665425,1585665493.968,0.57,0.2442,0.69,0.2155,0
model-1585665425,1585665494.335,0.62,0.2362,0.66,0.2171,0
model-1585665425,1585665494.704,0.63,0.2294,0.66,0.2183,0
model-1585665425,1585665495.062,0.65,0.2314,0.65,0.2211,0
model-1585665425,1585665495.423,0.68,0.2147,0.66,0.2239,0
model-1585665425,1585665495.794,0.65,0.2262,0.65,0.2266,0
model-1585665425,1585665496.158,0.61,0.2362,0.64,0.228,0
model-1585665425,1585665496.519,0.64,0.2345,0.65,0.2276,0
model-1585665425,1585665496.886,0.68,0.2193,0.64,0.2259,0
model-1585665425,1585665497.25,0.59,0.2356,0.63,0.2245,0
model-1585665425,1585665497.614,0.58,0.2376,0.64,0.2243,0
model-1585665425,1585665497.997,0.65,0.2324,0.64,0.2255,0
model-1585665425,1585665498.377,0.59,0.2305,0.65,0.2255,0
model-1585665425,1585665498.75,0.55,0.2462,0.64,0.2253,0
model-1585665425,1585665499.122,0.72,0.2127,0.64,0.2237,0
model-1585665425,1585665499.502,0.67,0.2256,0.62,0.2215,0
model-1585665425,1585665499.876,0.72,0.2063,0.63,0.2192,0
model-1585665425,1585665500.258,0.65,0.2219,0.64,0.2186,0
model-1585665425,1585665500.629,0.68,0.2191,0.64,0.2178,0
model-1585665425,1585665501.008,0.58,0.2289,0.63,0.2171,0
model-1585665425,1585665501.383,0.55,0.2519,0.62,0.2164,0
model-1585665425,1585665501.759,0.63,0.2386,0.62,0.2186,0
model-1585665425,1585665502.141,0.72,0.1976,0.63,0.2328,0
model-1585665425,1585665502.52,0.61,0.2245,0.6,0.2455,0
model-1585665425,1585665502.897,0.56,0.2439,0.63,0.2366,0
model-1585665425,1585665503.279,0.6,0.2392,0.64,0.2256,0
model-1585665425,1585665503.653,0.65,0.2128,0.64,0.2171,0
model-1585665425,1585665504.034,0.63,0.2334,0.62,0.2143,0
model-1585665425,1585665504.409,0.55,0.2624,0.61,0.2147,0
model-1585665425,1585665504.783,0.55,0.2566,0.63,0.2154,0
model-1585665425,1585665505.158,0.66,0.2337,0.63,0.2138,0
model-1585665425,1585665505.402,0.77,0.1805,0.63,0.2134,0
model-1585665425,1585665505.788,0.57,0.254,0.65,0.2134,1
model-1585665425,1585665506.162,0.65,0.2225,0.66,0.2159,1
model-1585665425,1585665506.54,0.66,0.2273,0.64,0.223,1
model-1585665425,1585665506.915,0.68,0.2079,0.64,0.2286,1
model-1585665425,1585665507.291,0.65,0.226,0.65,0.2296,1
model-1585665425,1585665507.657,0.6,0.2259,0.64,0.226,1
model-1585665425,1585665508.015,0.71,0.204,0.65,0.2208,1
model-1585665425,1585665508.386,0.69,0.2149,0.66,0.2164,1
model-1585665425,1585665508.76,0.59,0.2298,0.64,0.2125,1
model-1585665425,1585665509.133,0.61,0.2255,0.63,0.2112,1
model-1585665425,1585665509.507,0.53,0.2574,0.64,0.2107,1
model-1585665425,1585665509.875,0.66,0.2138,0.63,0.2107,1
model-1585665425,1585665510.233,0.54,0.2379,0.66,0.2108,1
model-1585665425,1585665510.597,0.65,0.2163,0.64,0.212,1
model-1585665425,1585665510.96,0.68,0.2082,0.66,0.2138,1
model-1585665425,1585665511.333,0.65,0.2183,0.67,0.2164,1
model-1585665425,1585665511.71,0.67,0.2118,0.66,0.2195,1
model-1585665425,1585665512.081,0.71,0.198,0.66,0.2213,1
model-1585665425,1585665512.448,0.69,0.2067,0.64,0.2256,1
model-1585665425,1585665512.808,0.62,0.2396,0.66,0.2224,1
model-1585665425,1585665513.18,0.57,0.2381,0.65,0.2157,1
model-1585665425,1585665513.561,0.74,0.1972,0.67,0.2127,1
model-1585665425,1585665513.944,0.64,0.2307,0.66,0.2093,1
model-1585665425,1585665514.321,0.56,0.2508,0.68,0.2076,1
model-1585665425,1585665514.697,0.66,0.21,0.69,0.2064,1
model-1585665425,1585665515.076,0.67,0.2237,0.7,0.2057,1
model-1585665425,1585665515.457,0.57,0.2468,0.68,0.2057,1
model-1585665425,1585665515.833,0.65,0.224,0.66,0.2064,1
model-1585665425,1585665516.215,0.61,0.237,0.66,0.213,1
model-1585665425,1585665516.592,0.7,0.1944,0.68,0.2176,1
model-1585665425,1585665516.965,0.7,0.2138,0.67,0.2173,1
model-1585665425,1585665517.341,0.71,0.2032,0.67,0.2136,1
model-1585665425,1585665517.721,0.61,0.2289,0.64,0.21,1
model-1585665425,1585665518.097,0.64,0.2178,0.69,0.2083,1
model-1585665425,1585665518.469,0.63,0.2259,0.69,0.2084,1
model-1585665425,1585665518.841,0.73,0.1876,0.68,0.2086,1
model-1585665425,1585665519.237,0.66,0.2229,0.66,0.2094,1
model-1585665425,1585665519.655,0.67,0.2065,0.62,0.2113,1
model-1585665425,1585665520.04,0.73,0.2077,0.65,0.2189,1
model-1585665425,1585665520.417,0.73,0.1985,0.66,0.2318,1
model-1585665425,1585665520.791,0.64,0.2324,0.64,0.2375,1
model-1585665425,1585665521.167,0.62,0.2244,0.67,0.2321,1
model-1585665425,1585665521.546,0.63,0.2357,0.63,0.2178,1
model-1585665425,1585665521.931,0.65,0.2214,0.68,0.2064,1
model-1585665425,1585665522.316,0.58,0.2335,0.67,0.2046,1
model-1585665425,1585665522.692,0.61,0.225,0.68,0.2033,1
model-1585665425,1585665523.075,0.64,0.2222,0.68,0.2029,1
model-1585665425,1585665523.453,0.65,0.2236,0.7,0.2038,1
model-1585665425,1585665523.828,0.66,0.2122,0.69,0.2049,1
model-1585665425,1585665524.201,0.63,0.2183,0.67,0.2063,1
model-1585665425,1585665524.577,0.7,0.2154,0.68,0.2113,1
model-1585665425,1585665524.957,0.63,0.2261,0.69,0.2159,1
model-1585665425,1585665525.341,0.55,0.2506,0.67,0.2158,1
model-1585665425,1585665525.729,0.74,0.1934,0.71,0.2092,1
model-1585665425,1585665526.115,0.66,0.2308,0.66,0.2084,1
model-1585665425,1585665526.492,0.61,0.215,0.66,0.2066,1
model-1585665425,1585665526.867,0.64,0.2369,0.68,0.2067,1
model-1585665425,1585665527.246,0.75,0.1951,0.68,0.2147,1
model-1585665425,1585665527.625,0.54,0.2519,0.66,0.2204,1
model-1585665425,1585665528.005,0.63,0.2134,0.68,0.2163,1
model-1585665425,1585665528.383,0.63,0.2191,0.68,0.2083,1
model-1585665425,1585665528.766,0.61,0.2266,0.68,0.2048,1
model-1585665425,1585665529.149,0.67,0.2089,0.69,0.2047,1
model-1585665425,1585665529.528,0.66,0.226,0.68,0.2051,1
model-1585665425,1585665529.895,0.63,0.2388,0.69,0.2036,1
model-1585665425,1585665530.259,0.56,0.252,0.66,0.2046,1
model-1585665425,1585665530.636,0.65,0.2145,0.66,0.2081,1
model-1585665425,1585665531.015,0.67,0.2127,0.68,0.2099,1
model-1585665425,1585665531.389,0.63,0.2213,0.69,0.2104,1
model-1585665425,1585665531.768,0.63,0.2202,0.69,0.2081,1
model-1585665425,1585665532.148,0.71,0.1928,0.7,0.2072,1
model-1585665425,1585665532.529,0.61,0.223,0.7,0.2051,1
model-1585665425,1585665532.907,0.61,0.2369,0.69,0.2034,1
model-1585665425,1585665533.283,0.65,0.2227,0.7,0.203,1
model-1585665425,1585665533.657,0.68,0.2138,0.7,0.2024,1
model-1585665425,1585665534.035,0.67,0.2199,0.69,0.2025,1
model-1585665425,1585665534.419,0.69,0.2144,0.68,0.2033,1
model-1585665425,1585665534.798,0.69,0.2045,0.68,0.2046,1
model-1585665425,1585665535.18,0.66,0.2168,0.69,0.2077,1
model-1585665425,1585665535.556,0.64,0.203,0.72,0.2071,1
model-1585665425,1585665535.932,0.64,0.226,0.71,0.2034,1
model-1585665425,1585665536.31,0.6,0.2392,0.68,0.1973,1
model-1585665425,1585665536.688,0.69,0.2128,0.7,0.1992,1
model-1585665425,1585665537.069,0.69,0.223,0.66,0.2022,1
model-1585665425,1585665537.453,0.71,0.2111,0.69,0.1997,1
model-1585665425,1585665537.831,0.67,0.2082,0.69,0.198,1
model-1585665425,1585665538.197,0.69,0.1934,0.67,0.1962,1
model-1585665425,1585665538.563,0.58,0.2387,0.71,0.2014,1
model-1585665425,1585665538.913,0.65,0.1964,0.73,0.2062,1
model-1585665425,1585665539.289,0.7,0.2063,0.73,0.2074,1
model-1585665425,1585665539.661,0.63,0.2317,0.72,0.2019,1
model-1585665425,1585665540.037,0.59,0.2241,0.71,0.1982,1
model-1585665425,1585665540.418,0.6,0.2285,0.69,0.1974,1
model-1585665425,1585665540.769,0.63,0.216,0.65,0.1973,1
model-1585665425,1585665541.115,0.66,0.2121,0.67,0.1989,1
model-1585665425,1585665541.468,0.71,0.1992,0.66,0.2003,1
model-1585665425,1585665541.827,0.71,0.2005,0.67,0.199,1
model-1585665425,1585665542.203,0.59,0.2352,0.65,0.2002,1
model-1585665425,1585665542.564,0.75,0.1822,0.71,0.205,1
model-1585665425,1585665542.912,0.77,0.1874,0.69,0.2095,1
model-1585665425,1585665543.251,0.72,0.1962,0.7,0.2036,1
model-1585665425,1585665543.602,0.64,0.2316,0.71,0.1998,1
model-1585665425,1585665543.947,0.71,0.1985,0.69,0.1973,1
model-1585665425,1585665544.325,0.66,0.212,0.69,0.1955,1
model-1585665425,1585665544.696,0.77,0.1814,0.68,0.1951,1
model-1585665425,1585665545.06,0.67,0.2125,0.68,0.1974,1
model-1585665425,1585665545.435,0.64,0.2089,0.69,0.2026,1
model-1585665425,1585665545.804,0.68,0.2039,0.7,0.205,1
model-1585665425,1585665546.175,0.61,0.2307,0.73,0.2028,1
model-1585665425,1585665546.546,0.68,0.2104,0.74,0.196,1
model-1585665425,1585665546.92,0.68,0.219,0.67,0.1983,1
model-1585665425,1585665547.294,0.67,0.2138,0.67,0.1981,1
model-1585665425,1585665547.696,0.7,0.2011,0.71,0.1962,1
model-1585665425,1585665548.078,0.64,0.2107,0.74,0.1956,1
model-1585665425,1585665548.457,0.6,0.2465,0.72,0.204,1
model-1585665425,1585665548.833,0.65,0.2109,0.71,0.2097,1
model-1585665425,1585665549.211,0.71,0.2046,0.71,0.2091,1
model-1585665425,1585665549.604,0.69,0.194,0.74,0.1977,1
model-1585665425,1585665549.976,0.6,0.2379,0.69,0.1883,1
model-1585665425,1585665550.348,0.61,0.2263,0.72,0.1868,1
model-1585665425,1585665550.723,0.63,0.2111,0.69,0.1886,1
model-1585665425,1585665551.093,0.63,0.2238,0.7,0.1877,1
model-1585665425,1585665551.47,0.63,0.2236,0.7,0.1871,1
model-1585665425,1585665551.842,0.73,0.1826,0.71,0.188,1
model-1585665425,1585665552.215,0.68,0.2045,0.75,0.1926,1
model-1585665425,1585665552.591,0.68,0.1954,0.66,0.2095,1
model-1585665425,1585665552.965,0.57,0.2491,0.67,0.2144,1
model-1585665425,1585665553.345,0.61,0.2303,0.67,0.2084,1
model-1585665425,1585665553.722,0.7,0.1988,0.76,0.1979,1
model-1585665425,1585665554.097,0.58,0.2374,0.67,0.1915,1
model-1585665425,1585665554.469,0.71,0.1973,0.68,0.1988,1
model-1585665425,1585665554.843,0.61,0.2299,0.67,0.2007,1
model-1585665425,1585665555.215,0.61,0.2451,0.7,0.1946,1
model-1585665425,1585665555.585,0.64,0.2154,0.68,0.1928,1
model-1585665425,1585665555.953,0.68,0.2036,0.73,0.1953,1
model-1585665425,1585665556.322,0.56,0.2334,0.75,0.1979,1
model-1585665425,1585665556.692,0.73,0.2007,0.74,0.2001,1
model-1585665425,1585665557.062,0.64,0.2252,0.72,0.2016,1
model-1585665425,1585665557.436,0.64,0.2091,0.71,0.1989,1
model-1585665425,1585665557.814,0.73,0.1772,0.72,0.1944,1
model-1585665425,1585665558.182,0.68,0.2078,0.7,0.1912,1
model-1585665425,1585665558.557,0.66,0.208,0.66,0.1975,1
model-1585665425,1585665558.931,0.62,0.2313,0.7,0.1926,1
model-1585665425,1585665559.308,0.65,0.2153,0.73,0.1882,1
model-1585665425,1585665559.654,0.68,0.2251,0.7,0.1884,1
model-1585665425,1585665560.023,0.69,0.206,0.75,0.1917,1
model-1585665425,1585665560.395,0.62,0.2226,0.77,0.1987,1
model-1585665425,1585665560.773,0.75,0.2068,0.66,0.2086,1
model-1585665425,1585665561.14,0.66,0.2066,0.68,0.2156,1
model-1585665425,1585665561.484,0.64,0.2109,0.68,0.2092,1
model-1585665425,1585665561.827,0.66,0.2205,0.75,0.1953,1
model-1585665425,1585665562.168,0.58,0.248,0.74,0.1852,1
model-1585665425,1585665562.512,0.72,0.1982,0.67,0.1938,1
model-1585665425,1585665562.861,0.61,0.2387,0.67,0.205,1
model-1585665425,1585665563.209,0.54,0.2675,0.66,0.2006,1
model-1585665425,1585665563.547,0.6,0.2414,0.67,0.1956,1
model-1585665425,1585665563.917,0.59,0.2202,0.72,0.194,1
model-1585665425,1585665564.29,0.59,0.224,0.76,0.1987,1
model-1585665425,1585665564.662,0.67,0.2172,0.71,0.2049,1
model-1585665425,1585665565.032,0.73,0.1907,0.7,0.2078,1
model-1585665425,1585665565.405,0.66,0.2126,0.69,0.2087,1
model-1585665425,1585665565.778,0.67,0.2075,0.65,0.2115,1
model-1585665425,1585665566.162,0.62,0.2218,0.66,0.2087,1
model-1585665425,1585665566.531,0.73,0.1932,0.67,0.2022,1
model-1585665425,1585665566.909,0.68,0.1967,0.69,0.1995,1
model-1585665425,1585665567.282,0.7,0.2094,0.68,0.1986,1
model-1585665425,1585665567.658,0.61,0.2442,0.71,0.1986,1
model-1585665425,1585665568.014,0.63,0.2325,0.68,0.1977,1
model-1585665425,1585665568.374,0.66,0.231,0.66,0.2033,1
model-1585665425,1585665568.75,0.62,0.2307,0.68,0.206,1
model-1585665425,1585665569.132,0.69,0.2128,0.69,0.2006,1
model-1585665425,1585665569.507,0.66,0.1924,0.7,0.1951,1
model-1585665425,1585665569.879,0.68,0.2176,0.7,0.1923,1
model-1585665425,1585665570.252,0.66,0.2134,0.73,0.1915,1
model-1585665425,1585665570.624,0.75,0.181,0.72,0.1916,1
model-1585665425,1585665570.995,0.76,0.192,0.71,0.1923,1
model-1585665425,1585665571.362,0.71,0.2014,0.69,0.1931,1
model-1585665425,1585665571.71,0.62,0.2251,0.7,0.1941,1
model-1585665425,1585665572.062,0.72,0.2009,0.7,0.1941,1
model-1585665425,1585665572.413,0.75,0.1968,0.73,0.1943,1
model-1585665425,1585665572.759,0.58,0.2269,0.73,0.1953,1
model-1585665425,1585665573.109,0.67,0.2098,0.73,0.1949,1
model-1585665425,1585665573.453,0.7,0.21,0.71,0.1926,1
model-1585665425,1585665573.803,0.68,0.2078,0.7,0.1907,1
model-1585665425,1585665574.177,0.69,0.2068,0.72,0.188,1
model-1585665425,1585665574.554,0.79,0.1714,0.7,0.186,1
model-1585665425,1585665574.898,0.68,0.2169,0.7,0.1845,1
model-1585665425,1585665575.268,0.64,0.2315,0.74,0.196,1
model-1585665425,1585665575.718,0.74,0.1836,0.61,0.2342,1
